alpha0,alpha1,omegav,xT
-0.0684609867400326,0.993180820302114,238.265518985362,-10.2762492020389
-0.0977403842716829,0.99024477428293,108.608534252635,-10.3445236514133
-0.110401811773841,0.989066733150073,195.358739021673,-9.88269871097702
-0.0540651012312322,0.99474033488408,333.136164599377,-11.2259555672742
-0.143365233146462,0.985626294942442,120.904521916737,-10.669618871412
-0.143074286646071,0.985772983966421,95.1253135554134,-10.6774930762702
-0.149243917090385,0.985179368267846,160.729714079097,-10.5456707485872
-0.059660400061736,0.99409289458832,239.099671729814,-10.3319208148713
-0.0927669343093837,0.990490811813653,143.71021407493,-10.5805601625247
-0.0687011690628958,0.993158775735978,172.039811277787,-10.4402450252386
-0.0326972768521171,0.996947149548862,280.090715208008,-10.8530576513495
-0.0421787396804599,0.995970926834278,260.643801409719,-10.8665427119604
-0.0524050202051331,0.994661504765417,238.472249933287,-10.7626665261092
-0.112039485726885,0.989118656724953,97.7574011538683,-10.4297810851276
-0.144812827835943,0.985664935707174,132.103462132763,-10.3652764371362
-0.0428415554631355,0.995648406650647,303.69429842693,-10.317210176273
-0.123207417074278,0.987672993206204,137.985311246163,-10.8650923661774
-0.0822003255239252,0.991812438119515,131.857593827574,-10.7599276024288
-0.0496606171313385,0.99515954118938,292.737522706401,-10.6282554566305
-0.104642166578672,0.989655119514481,139.486605514687,-9.73988241472908
-0.068883960051146,0.99336062529098,223.071771195477,-10.4221111913599
-0.0454489381532965,0.995375763379291,251.439765978021,-10.3783091688973
-0.0569944205908504,0.994331977651605,178.648249778497,-10.3422989399758
-0.074947593190627,0.992769148677943,186.675242604113,-10.4726938597493
-0.161662643386883,0.983795230666463,107.854019779604,-10.0359412445171
-0.0258034852222655,0.997355490902,424.732287765501,-10.4928525383354
-0.0735986750851909,0.992601849941415,244.402685794501,-10.1930853738027
-0.0883114713206979,0.99123241943047,181.284338016566,-9.88203457068074
-0.0936335690144719,0.990809199073602,177.751676957966,-10.5976316428545
-0.106309927735519,0.989547343676388,183.704037995068,-10.0009512555174
-0.0495978919299892,0.995065220846476,230.045360126224,-10.1756102306942
-0.133054236384086,0.986893899216816,179.813905482082,-9.64626635429163
-0.169435006162682,0.983389555439061,118.586718389512,-10.6610122813658
-0.0749152959986005,0.992604077191188,196.747209486804,-10.5186312662169
-0.110889935179875,0.989057156840116,145.224256425758,-10.5153475702399
-0.104064446344597,0.989613632461527,149.421832167453,-10.2334511925871
-0.0862664966665825,0.991414158737405,278.980262302243,-10.5990088927244
-0.118515602524765,0.988529181448971,148.676061553018,-9.97923532463413
-0.103609178625432,0.989516444908016,142.05094009393,-10.0528520304345
-0.0619399919780272,0.993857275869029,204.921883391031,-9.80479284949801
-0.103464476844416,0.989679978942623,149.629064147509,-10.4813611486493
-0.128034448653894,0.987308807022169,133.086574227375,-10.8683756642657
-0.0722680123006845,0.992894703450807,218.210413285875,-10.461692454924
-0.254174566239706,0.975155451382665,67.0310409761677,-10.0286215991365
-0.119885435719149,0.988072691372962,133.62483127918,-10.1409883493772
-0.200243534669241,0.980120350033165,92.5149091737612,-10.3950761520608
-0.13972640382788,0.98611335833761,157.960366347665,-10.2803866940025
-0.191824447698871,0.981155801915175,162.863454639479,-10.920248568044
-0.0967849816625618,0.990434074602447,178.620676367396,-10.4164070058393
-0.0918139659065343,0.990940421362574,277.293132377602,-10.419487009772
-0.08699770981023,0.991459890397744,204.82256010312,-10.5187557226079
-0.0512116028506161,0.994942493013946,259.130154195616,-10.6158426755955
-0.100886887125008,0.990225924492922,169.366640660384,-10.5559919586309
-0.0972638966107677,0.990489951474175,236.930816447578,-10.4321058483233
-0.101801959146144,0.989900142354377,127.908361082015,-10.4863733304429
-0.0937471086037751,0.990752527116676,194.334070954233,-10.3730531914435
-0.166062617925731,0.983635716307405,127.639069401055,-10.579698813318
-0.0685663042516342,0.993097162941461,138.298708649516,-10.2512935533953
-0.093838689053629,0.990668163961405,197.104626990542,-10.3600906249532
-0.0337702748249741,0.996603538047305,417.291477189453,-10.2795861642598
-0.126886900736071,0.987483202597523,127.833950108126,-10.5049539107226
-0.0379919521349606,0.99615172710172,524.915125675261,-10.6229803235512
-0.130677682626715,0.986930738382109,124.020779159548,-10.0934244212051
-0.143861521920954,0.985987328286815,122.081129179397,-10.4548230040546
-0.0753588780490102,0.992531307421746,174.899208519564,-10.723897422292
-0.0454585351250006,0.995543487550406,219.385622015177,-10.4985553439156
-0.0502078232097623,0.995183182457016,209.68159092652,-10.8047523669931
-0.048783893266068,0.995210629987627,180.247463942471,-11.0879679234215
-0.0924629835644534,0.990561623750466,177.574129404895,-10.5543328485608
-0.0979083710504604,0.990348309297401,165.403152087366,-10.3710369075211
-0.0811018995701311,0.99202151340838,217.220014850975,-10.6119107015181
-0.075791249805607,0.992436652429247,220.685560547914,-10.4820627678752
-0.0853894109526396,0.991665800298086,140.358854532481,-10.3021595517278
-0.0999238948379747,0.990246983301931,204.07545030427,-10.7640225268061
-0.0708111161897637,0.993050929316619,168.933158015698,-10.2283447683035
-0.0869006361133224,0.99146624175469,146.609017551286,-10.807996035093
-0.0319899783489967,0.996743021375505,489.630848824932,-10.1513056176568
-0.154478652727571,0.984984948158505,121.849058795539,-10.7678677399183
-0.0755036379369812,0.99251265237431,174.16642422576,-10.1938687160245
-0.0870908844213546,0.991334645877948,212.556650584545,-10.6239371289169
-0.0739157637958093,0.992736648337196,190.519046910023,-10.644768346874
-0.132243005575816,0.98717941302554,161.334420858093,-10.7709225726184
-0.114010216485865,0.988947041266855,201.28097725106,-10.4750761334889
-0.110752798843814,0.989095657918038,150.835875798335,-10.122857189086
-0.170647109113,0.983128764217541,91.4458930057034,-10.4367299797067
-0.116402014098304,0.988484069218759,142.56612174572,-10.3234723741831
-0.0509515395092839,0.99493580178797,179.377122533277,-10.3836470939747
-0.154783378488624,0.984788470679148,148.726074670105,-10.699832142988
-0.149819312909422,0.985231795441615,217.195120593866,-10.3243237661577
-0.115274455691998,0.988660181858226,95.7969945053712,-10.3162097460711
-0.113308339451707,0.98879900598665,191.44035641966,-10.7499052227389
-0.148827367224541,0.985258523359087,101.471173930957,-10.3646897186736
-0.0467203641588454,0.995452747460405,291.256009986007,-10.3353591519358
-0.0992602167948183,0.989952041918438,137.575878773356,-11.1525980754492
-0.187964319908898,0.98161465849733,135.546720096267,-10.3457842218366
-0.142249065683774,0.986034651434882,183.036232208398,-10.7117102349959
-0.039954753434465,0.996027826789798,316.438853905065,-9.84624540241275
-0.089578641412918,0.991191688856659,275.96713146767,-10.5978598920229
-0.0597463987391373,0.994051696684404,273.990978742819,-9.9084235204775
-0.084027075823061,0.99175239046758,237.902368531778,-10.3456282783618
-0.0616253398420022,0.993921028101701,207.007795510843,-10.5178121904155
-0.0454768017340367,0.995496266994701,190.925223209004,-9.95379480061007
-0.106656803015102,0.989427898558186,214.732293449598,-10.7193664864915
-0.0612699064017995,0.994020291703328,206.873163864862,-10.5670649923651
-0.0820816923921642,0.992140131756227,144.389505697671,-10.3012932440815
-0.0272080839336389,0.997490582685464,383.659708909762,-10.2217245378923
-0.0458506649934957,0.995467525678993,224.138275355284,-10.3098456148345
-0.0877633482738043,0.991403522054593,242.43285147573,-10.6012365252232
-0.0535075289958343,0.994941069686922,254.82903775847,-10.3415849089056
-0.0805016418703416,0.992002389196743,363.051576155271,-10.3687987891896
-0.0865586891723634,0.99148395371632,176.376853608437,-10.8187143839979
-0.103146536238983,0.989567613051721,127.418962823293,-10.2689915242112
-0.0476521906908515,0.995315288858763,272.214025834964,-10.3750809455191
-0.086299132108052,0.991518380847098,276.690475809025,-10.2100633294199
-0.101244159625608,0.989989345997977,147.071404628297,-10.2166266296447
-0.0365037303513322,0.996365567715889,349.440244127177,-10.7008469803061
-0.172149135692528,0.982950052051031,119.567764684521,-10.1095044466036
-0.111744434693882,0.988817957910105,134.677970422199,-10.3971033493829
-0.149243253112534,0.985034205847205,139.022409753982,-10.3709756606673
-0.0972206250133661,0.99028850295003,193.853354465952,-10.4548780324431
-0.0963111601680952,0.990382722661368,197.758503261788,-10.3360626875395
-0.020321917897314,0.997953276616313,445.938755865685,-10.0764657619103
-0.164817496883168,0.983709783793333,128.388891900438,-10.3695508608804
-0.131377968318963,0.986966866396032,118.084180404298,-10.6038292925473
-0.163658222622921,0.984077822388993,157.366061758671,-10.1934742894729
-0.119549765585572,0.988345068742517,113.119518036046,-10.0431683313597
-0.0527258749372836,0.99451641431635,158.827507463913,-10.0229277699397
-0.0819721266162665,0.991848564060544,115.151862731373,-10.8581462629695
-0.0588908571838925,0.994147735493954,200.540051575492,-10.6881296000673
-0.143633261614196,0.985669456188302,216.831579303127,-10.5083209643696
-0.0545029935912783,0.994548693472139,297.491151337956,-10.0051736884869
-0.0769783841124847,0.99225739260033,199.717194203723,-10.9173126848357
-0.225914581522941,0.97760514927642,84.2661912594703,-10.2078724172289
-0.0403240160992106,0.995925254870067,487.133513287437,-9.92274479038364
-0.0858860548680593,0.991192396667118,150.993902362224,-10.5575551806695
-0.0627274789439313,0.993603842028265,189.507339874722,-10.2815092524042
-0.118347891918346,0.988560022376043,117.573936314138,-10.6436393596831
-0.10970480229283,0.989265503408871,240.741685045566,-10.6706022039783
-0.136228115101093,0.986468990469065,226.246543244053,-10.6887742174513
-0.0985766693405694,0.99023383469171,167.121591713017,-10.3177510455804
-0.1356160720874,0.986548223190828,131.277689801607,-10.3071449785848
-0.109613544496501,0.989092510974516,201.407468161373,-10.5076567515771
-0.1144773163485,0.988793536784952,125.086983811886,-10.6798054218854
-0.119513478250437,0.988237617710674,113.828968171285,-10.0760271663529
-0.163319296712818,0.984222726982854,115.744588574571,-10.0866031165643
-0.113691906275827,0.988844443928466,219.06790448584,-9.98273223333972
-0.0923255364849018,0.990865693650788,230.886799053541,-10.1149425017379
-0.0820598534407641,0.991777849568351,176.968757312146,-10.7421696692744
-0.112276687058495,0.98888782800725,225.610493019645,-10.094234095897
-0.100013856790907,0.990149899015147,157.21240991321,-9.88403190953851
-0.0385646734829502,0.99619395709011,254.252913275492,-10.2306674778609
-0.0954109847336591,0.99049749223833,211.210782701387,-10.5786084191988
-0.0819116765640637,0.991838718949341,204.509934349263,-10.2579941673982
-0.0222387025767279,0.99778054867194,327.870079758708,-10.5211137203016
-0.0165232737267891,0.998228228369315,330.751942971646,-10.9707421988849
-0.10336808406442,0.989881026204487,221.454930146553,-10.4605160991338
-0.0845982033382788,0.991701293126257,203.30429630898,-10.9243903306488
-0.0766358421540863,0.992520251617568,187.762502066595,-10.5709641647319
-0.0676567479582216,0.993243479170292,165.2638183203,-10.1015466414834
-0.120385446235953,0.988191102001833,119.397863598649,-10.3916552110436
-0.0551336497206045,0.994325959373987,211.970538527276,-10.0137527457879
-0.0367384415552101,0.996429608487801,385.220842424161,-10.7842751121907
-0.0318217690205039,0.996764967423972,465.334405700352,-10.566631906966
-0.0755264812130436,0.992664358993483,187.413941961159,-10.3065545514877
-0.0807385475409809,0.991753255445027,202.043367789476,-10.5196003944031
-0.0896307614205509,0.991416220279853,181.791176209603,-10.1613372142121
-0.111843097057453,0.988918164558655,88.6173540001263,-10.0938375213097
-0.07016627077764,0.993044444102501,220.163397603086,-10.7591973116791
-0.119455888766879,0.988323202794414,128.035193213516,-10.3693149268726
-0.0438245879577443,0.995518681184261,185.134175731466,-10.7726223320953
-0.0951875083232769,0.990583478281067,124.391171318119,-10.5316624342983
-0.0568840469208773,0.994492254515783,272.392045682888,-10.6999557324355
-0.0956747741094664,0.990917631318832,131.152320045919,-10.7371036558797
-0.126156971136759,0.987310552263589,140.845628826705,-10.8562529083387
-0.138428421497973,0.986133235934706,118.721752147866,-10.1535035062943
-0.133491119718261,0.986734271381995,157.954734235595,-10.7616616938455
-0.096748121557174,0.990540596678442,99.919105674587,-9.90413160675135
-0.138761778702523,0.986449142191359,200.151080790365,-10.1784568450336
-0.132737519696064,0.986837023700586,169.386960888478,-10.3404506652901
-0.0240459100062648,0.997584726187571,203.562118125406,-10.5663933244864
-0.0416845218649657,0.995717378191409,205.21948127307,-10.0983073678
-0.0931241139892538,0.990697249582389,166.818411392575,-9.87358354486876
-0.133623882636308,0.986712263663714,109.189033869906,-10.4214120131021
-0.0823123862307341,0.991676246047323,182.818554781957,-10.4761388961936
-0.0670338047669307,0.99330511368045,207.807548362714,-10.4677647339413
-0.180523552485236,0.981994176700279,92.1536180737743,-10.154911699419
-0.0668005344455144,0.993388185651053,191.219214536715,-10.3910545615393
-0.105510540954996,0.989546505911907,184.296531341604,-10.7183259291588
